"","k","N","NF","NM","SDF","SDM","lam01","lam02","sig1","sig2","SDFS","SDFL","SDMS","SDML","truesig1","truesig2","truelam01","truelam02","N1CI","N2CI","Sig1CI","Sig2CI","Lam01CI","Lam02CI","TrueNF","TrueNM","Model"
"179",80,0,251,165,33.490285789838,35.1959523285867,0.0889558850411786,0.0343627375131735,0.601788060881894,0.896171780892961,0.00210924903490571,0.00889846139135109,0.00442318751961741,0.00662528240414983,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,258,186,"TelemetrySMR"
"180",81,0,308,235,42.9342892152098,33.0395890017145,0.0690494496519989,0.0270167127683326,0.599554814717524,0.904813485804862,0.00207998165390093,0.00920854259043091,0.00452410468054893,0.00396132910383625,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,278,181,"TelemetrySMR"
"181",82,0,280,179,38.6629285941815,38.6645098361527,0.0736010501316668,0.0292817650848492,0.596376353836374,0.896610055083347,0.00214932755942915,0.00806245812337947,0.00455310399264177,0.00617047951273693,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,268,180,"TelemetrySMR"
"182",83,0,351,210,35.8590143476422,40.4412347604332,0.0616840973330755,0.0266070941397211,0.604201241659045,0.900341566396518,0.00213701280759357,0.0072729986840678,0.00450505192592782,0.00523742077342555,0.6,0.9,0.07,0.03,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,265,189,"TelemetrySMR"
"183",84,0,308,220,37.5123395839414,39.5974476070257,0.0644993981612253,0.026411042818084,0.600316456975502,0.904398660261734,0.00212619473671088,0.00646130564205065,0.00460926464695893,0.00488660498883548,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,271,168,"TelemetrySMR"
"184",85,0,273,138,35.8074806784161,32.9744044022921,0.0772648311169669,0.0422653988745557,0.601747421929696,0.897449820619582,0.00207766965786711,0.00883687539911852,0.00450875787126392,0.0093975959432415,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,265,181,"TelemetrySMR"
"185",86,0,338,196,36.4298131674693,33.7831649037335,0.0666242422099556,0.0303585521924374,0.597480954537924,0.896397692718752,0.00210393067168844,0.00692473428564487,0.00448489160260275,0.0047245650435834,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,266,181,"TelemetrySMR"
"186",87,0,296,250,38.6350424577315,33.1613881809084,0.0879592403342086,0.0245399716791011,0.600854907005256,0.899477913137758,0.00214293233720808,0.00945571540628151,0.00442796023400931,0.00386150303958553,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,263,177,"TelemetrySMR"
"187",88,0,289,233,39.3982016552,33.1904873524799,0.0787418010162702,0.0270396401846319,0.59818840145644,0.901035839280324,0.00209561917927673,0.00857390599664994,0.0043652606382326,0.00392723134186226,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,265,181,"TelemetrySMR"
"188",89,0,284,173,37.1606629044942,31.9531327330588,0.0745185116765838,0.0298882677156732,0.601188460317559,0.901089074972511,0.00214030012952286,0.00784338029806837,0.00456131174036615,0.00476771356655571,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274,169,"TelemetrySMR"
"189",9,0,263,230,41.3485866468294,36.274721913701,0.0704789354692065,0.0312970019831834,0.600775548844889,0.898986006239311,0.00209502425274996,0.00887967660460225,0.00452575327777964,0.00499191873164629,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,176,"TelemetrySMR"
"190",90,0,297,220,38.74615435986,39.080329715617,0.0798885528746352,0.0240019820604904,0.599370327977251,0.904843304836664,0.00207670591841026,0.00906076463820327,0.00450751725158433,0.00451337307347254,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,264,175,"TelemetrySMR"
"191",91,0,305,188,39.6021485767003,29.7642143928116,0.0654965306943788,0.0293110121174055,0.598262888448664,0.904549552053912,0.00208470621101972,0.00646262177609664,0.00450462267183117,0.00383115459808205,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,260,175,"TelemetrySMR"
"192",92,0,314,201,41.1552242303497,37.6896886377287,0.07087775944218,0.0283323820881707,0.598026213289025,0.896162720172324,0.00207911220332735,0.0090024808087449,0.00448475521630343,0.00502802940137762,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,273,185,"TelemetrySMR"
"193",93,0,329,233,37.6669241240489,34.4271234565507,0.073175769392875,0.0289235370941403,0.597464441383599,0.902585531148174,0.00212685562616092,0.00774342788695699,0.00457425041931981,0.00419484137710247,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,266,180,"TelemetrySMR"
"194",94,0,272,169,37.4103662319152,32.5954468092199,0.0792716444433519,0.0323679250954888,0.600721299603696,0.903811433060747,0.00213211306814396,0.00893138251353319,0.00452015008500325,0.00554911859864644,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,176,"TelemetrySMR"
"195",95,0,298,225,41.6884481457239,39.8150743310585,0.0715989645378516,0.0297389895281927,0.601721060932792,0.90657640374272,0.00211401997870589,0.00822386668104961,0.00461725227341891,0.0057454329760258,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,268,172,"TelemetrySMR"
"196",96,0,331,181,35.9817397851632,34.3931647653365,0.0742692875939776,0.0367575041555957,0.59782019181191,0.901963779030983,0.00208339777884588,0.00686275909180642,0.00452269032114086,0.00575506777255177,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274,181,"TelemetrySMR"
"197",97,0,298,167,43.1017729252918,34.4368932547767,0.0683451047579951,0.0393066212079061,0.602292043020396,0.898135490295575,0.0021585413160531,0.0091858305997205,0.00447054939727977,0.00791124441359112,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,177,"TelemetrySMR"
"198",98,0,284,137,39.5576466574491,26.6993316965757,0.0791991847862816,0.0353311447349747,0.597599089493759,0.896935044089424,0.00209598430835668,0.00876046015466342,0.00447987517409666,0.00623749989836509,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267,178,"TelemetrySMR"
"199",99,0,286,207,41.031924176408,37.5356484010054,0.0730560959892691,0.0302217196484584,0.600943240609644,0.898295221798098,0.00208268663195554,0.00864548812535629,0.00450852533727293,0.00509066548281459,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267,181,"TelemetrySMR"
